age,gender,primary_device,educational_to_recreational_ratio,health_impacts,urban_or_rural,age_group,usage_category,health_impact_level,daily_screen_time_min,screen_time_risk
16,Female,Tv,0.33,None,Urban,16-20 yrs,Mostly Recreational,High Risk,231,Excessive Usage
14,Male,Tv,0.34,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,213,Excessive Usage
8,Female,Smartphone,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
15,Female,Tv,0.45,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,254,Excessive Usage
10,Female,Tablet,0.47,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,348,Excessive Usage
15,Male,Tv,0.41,"Eye Strain, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,390,Excessive Usage
12,Male,Smartphone,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,309,Excessive Usage
8,Female,Smartphone,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,184,Excessive Usage
14,Female,Smartphone,0.48,"Eye Strain, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,290,Excessive Usage
12,Male,Smartphone,0.32,None,Urban,11-15 yrs,Mostly Recreational,High Risk,145,Slightly Over Limit
13,Male,Laptop,0.49,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,352,Excessive Usage
13,Male,Smartphone,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,361,Excessive Usage
15,Male,Smartphone,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,260,Excessive Usage
16,Female,Tv,0.37,Obesity Risk,Urban,16-20 yrs,Mostly Recreational,High Risk,250,Excessive Usage
9,Male,Tablet,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,37,Within Limit
16,Female,Tv,0.48,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,353,Excessive Usage
18,Female,Smartphone,0.3,"Poor Sleep, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,265,Excessive Usage
17,Male,Smartphone,0.45,None,Urban,16-20 yrs,Balanced,Moderate Risk,188,Slightly Over Limit
16,Male,Smartphone,0.45,"Poor Sleep, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,305,Excessive Usage
17,Female,Tv,0.42,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,236,Excessive Usage
17,Female,Smartphone,0.38,None,Rural,16-20 yrs,Mostly Recreational,High Risk,226,Excessive Usage
14,Male,Smartphone,0.45,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,219,Excessive Usage
8,Male,Tv,0.45,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,338,Excessive Usage
14,Male,Tv,0.37,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,198,Excessive Usage
17,Female,Smartphone,0.31,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,296,Excessive Usage
12,Female,Smartphone,0.43,None,Urban,11-15 yrs,Balanced,Moderate Risk,306,Excessive Usage
13,Male,Smartphone,0.46,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,281,Excessive Usage
17,Male,Tablet,0.38,"Poor Sleep, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,217,Excessive Usage
14,Female,Tv,0.47,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,307,Excessive Usage
12,Female,Smartphone,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,355,Excessive Usage
14,Female,Smartphone,0.34,None,Rural,11-15 yrs,Mostly Recreational,High Risk,159,Slightly Over Limit
16,Female,Tv,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,283,Excessive Usage
10,Female,Smartphone,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,97,Slightly Over Limit
15,Male,Smartphone,0.35,Anxiety,Rural,11-15 yrs,Mostly Recreational,High Risk,365,Excessive Usage
9,Male,Tablet,0.5,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
18,Female,Tv,0.35,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,184,Slightly Over Limit
14,Male,Smartphone,0.35,None,Urban,11-15 yrs,Mostly Recreational,High Risk,257,Excessive Usage
9,Male,Tv,0.45,None,Urban,5-10 yrs,Balanced,Moderate Risk,69,Within Limit
11,Male,Tv,0.37,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,282,Excessive Usage
14,Female,Tablet,0.48,None,Rural,11-15 yrs,Balanced,Moderate Risk,134,Slightly Over Limit
10,Male,Tv,0.54,"Eye Strain, Anxiety, Obesity Risk",Rural,5-10 yrs,Mostly Educational,Low Risk,460,Excessive Usage
9,Female,Smartphone,0.43,"Anxiety, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,599,Excessive Usage
18,Male,Laptop,0.5,None,Urban,16-20 yrs,Mostly Educational,Low Risk,279,Excessive Usage
17,Male,Smartphone,0.44,None,Urban,16-20 yrs,Balanced,Moderate Risk,353,Excessive Usage
14,Female,Smartphone,0.45,None,Rural,11-15 yrs,Balanced,Moderate Risk,107,Within Limit
8,Female,Tv,0.53,"Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,328,Excessive Usage
15,Female,Smartphone,0.46,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,266,Excessive Usage
10,Female,Tablet,0.49,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,374,Excessive Usage
9,Female,Tv,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,349,Excessive Usage
10,Male,Smartphone,0.47,Obesity Risk,Urban,5-10 yrs,Balanced,Moderate Risk,264,Excessive Usage
12,Male,Laptop,0.47,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,203,Excessive Usage
18,Female,Laptop,0.36,Anxiety,Rural,16-20 yrs,Mostly Recreational,High Risk,215,Excessive Usage
15,Male,Tv,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,306,Excessive Usage
17,Male,Smartphone,0.3,Obesity Risk,Urban,16-20 yrs,Mostly Recreational,High Risk,236,Excessive Usage
14,Male,Smartphone,0.4,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,226,Excessive Usage
14,Male,Smartphone,0.4,None,Rural,11-15 yrs,Balanced,Moderate Risk,328,Excessive Usage
14,Female,Tv,0.4,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,274,Excessive Usage
15,Male,Tablet,0.44,None,Urban,11-15 yrs,Balanced,Moderate Risk,254,Excessive Usage
8,Male,Smartphone,0.55,None,Urban,5-10 yrs,Mostly Educational,Low Risk,179,Excessive Usage
11,Male,Laptop,0.35,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,289,Excessive Usage
13,Male,Laptop,0.34,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,288,Excessive Usage
16,Male,Tv,0.41,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,305,Excessive Usage
9,Female,Tv,0.58,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,334,Excessive Usage
8,Male,Smartphone,0.59,None,Rural,5-10 yrs,Mostly Educational,Low Risk,161,Excessive Usage
17,Female,Laptop,0.49,None,Rural,16-20 yrs,Balanced,Moderate Risk,305,Excessive Usage
9,Male,Smartphone,0.47,None,Urban,5-10 yrs,Balanced,Moderate Risk,112,Slightly Over Limit
14,Male,Smartphone,0.3,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,301,Excessive Usage
10,Male,Tablet,0.47,None,Rural,5-10 yrs,Balanced,Moderate Risk,101,Slightly Over Limit
17,Female,Smartphone,0.47,"Eye Strain, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,365,Excessive Usage
9,Female,Smartphone,0.56,"Poor Sleep, Eye Strain",Rural,5-10 yrs,Mostly Educational,Low Risk,263,Excessive Usage
18,Female,Tv,0.35,"Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,240,Excessive Usage
14,Female,Tablet,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,293,Excessive Usage
9,Female,Smartphone,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,395,Excessive Usage
10,Female,Tv,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,314,Excessive Usage
18,Male,Smartphone,0.36,Obesity Risk,Urban,16-20 yrs,Mostly Recreational,High Risk,223,Excessive Usage
14,Female,Smartphone,0.45,None,Urban,11-15 yrs,Balanced,Moderate Risk,310,Excessive Usage
11,Female,Smartphone,0.46,Obesity Risk,Urban,11-15 yrs,Balanced,Moderate Risk,360,Excessive Usage
8,Male,Tablet,0.49,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,272,Excessive Usage
12,Male,Smartphone,0.32,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,239,Excessive Usage
16,Female,Laptop,0.5,Poor Sleep,Urban,16-20 yrs,Mostly Educational,Low Risk,271,Excessive Usage
15,Female,Smartphone,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,301,Excessive Usage
16,Female,Smartphone,0.48,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,228,Excessive Usage
17,Male,Smartphone,0.36,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20 yrs,Mostly Recreational,High Risk,243,Excessive Usage
16,Male,Tablet,0.49,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,278,Excessive Usage
14,Male,Smartphone,0.48,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,344,Excessive Usage
11,Male,Smartphone,0.39,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,259,Excessive Usage
12,Female,Smartphone,0.42,None,Urban,11-15 yrs,Balanced,Moderate Risk,190,Excessive Usage
8,Female,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,163,Excessive Usage
8,Female,Tv,0.44,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,220,Excessive Usage
10,Male,Tablet,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
15,Female,Smartphone,0.4,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,352,Excessive Usage
9,Female,Smartphone,0.58,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,427,Excessive Usage
11,Male,Smartphone,0.39,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,368,Excessive Usage
9,Male,Tv,0.41,None,Urban,5-10 yrs,Balanced,Moderate Risk,214,Excessive Usage
12,Female,Tv,0.46,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,410,Excessive Usage
16,Male,Laptop,0.31,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,270,Excessive Usage
8,Female,Tv,0.44,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,367,Excessive Usage
12,Male,Tablet,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,271,Excessive Usage
16,Female,Smartphone,0.45,None,Urban,16-20 yrs,Balanced,Moderate Risk,464,Excessive Usage
8,Male,Smartphone,0.47,"Poor Sleep, Eye Strain",Rural,5-10 yrs,Balanced,Moderate Risk,259,Excessive Usage
16,Female,Tablet,0.4,None,Urban,16-20 yrs,Balanced,Moderate Risk,164,Slightly Over Limit
15,Female,Smartphone,0.33,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,285,Excessive Usage
11,Female,Smartphone,0.44,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,287,Excessive Usage
18,Male,Laptop,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,221,Excessive Usage
17,Female,Smartphone,0.37,None,Urban,16-20 yrs,Mostly Recreational,High Risk,166,Slightly Over Limit
12,Male,Smartphone,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,329,Excessive Usage
12,Female,Smartphone,0.5,Anxiety,Urban,11-15 yrs,Mostly Educational,Low Risk,338,Excessive Usage
18,Female,Smartphone,0.37,None,Urban,16-20 yrs,Mostly Recreational,High Risk,201,Slightly Over Limit
13,Female,Laptop,0.49,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,292,Excessive Usage
14,Female,Smartphone,0.3,"Poor Sleep, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,188,Excessive Usage
15,Female,Tablet,0.35,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,271,Excessive Usage
15,Female,Smartphone,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,226,Excessive Usage
18,Male,Smartphone,0.39,None,Rural,16-20 yrs,Mostly Recreational,High Risk,265,Excessive Usage
9,Female,Tv,0.58,Obesity Risk,Rural,5-10 yrs,Mostly Educational,Low Risk,494,Excessive Usage
16,Male,Smartphone,0.36,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,273,Excessive Usage
14,Female,Tv,0.39,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,207,Excessive Usage
11,Female,Smartphone,0.38,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,287,Excessive Usage
11,Male,Smartphone,0.31,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,230,Excessive Usage
18,Male,Laptop,0.44,None,Rural,16-20 yrs,Balanced,Moderate Risk,115,Within Limit
15,Female,Smartphone,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,294,Excessive Usage
11,Male,Tv,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,268,Excessive Usage
13,Female,Smartphone,0.44,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,254,Excessive Usage
12,Male,Tv,0.32,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,251,Excessive Usage
10,Male,Tv,0.41,Anxiety,Rural,5-10 yrs,Balanced,Moderate Risk,590,Excessive Usage
17,Female,Laptop,0.44,None,Urban,16-20 yrs,Balanced,Moderate Risk,141,Within Limit
18,Female,Tv,0.35,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,236,Excessive Usage
9,Female,Smartphone,0.55,None,Rural,5-10 yrs,Mostly Educational,Low Risk,35,Within Limit
16,Male,Tv,0.44,None,Rural,16-20 yrs,Balanced,Moderate Risk,176,Slightly Over Limit
17,Female,Laptop,0.49,Obesity Risk,Urban,16-20 yrs,Balanced,Moderate Risk,292,Excessive Usage
16,Male,Tablet,0.45,Obesity Risk,Urban,16-20 yrs,Balanced,Moderate Risk,379,Excessive Usage
8,Female,Tablet,0.51,None,Urban,5-10 yrs,Mostly Educational,Low Risk,160,Excessive Usage
17,Female,Smartphone,0.36,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,364,Excessive Usage
10,Male,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
15,Female,Smartphone,0.33,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,189,Excessive Usage
13,Male,Laptop,0.49,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,235,Excessive Usage
12,Male,Smartphone,0.47,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,359,Excessive Usage
12,Male,Tv,0.44,None,Urban,11-15 yrs,Balanced,Moderate Risk,304,Excessive Usage
13,Male,Smartphone,0.39,Eye Strain,Rural,11-15 yrs,Mostly Recreational,High Risk,356,Excessive Usage
14,Male,Smartphone,0.34,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,320,Excessive Usage
8,Male,Tv,0.56,None,Rural,5-10 yrs,Mostly Educational,Low Risk,335,Excessive Usage
16,Male,Laptop,0.44,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,361,Excessive Usage
10,Male,Tv,0.51,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,289,Excessive Usage
11,Male,Laptop,0.31,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,390,Excessive Usage
17,Female,Smartphone,0.32,"Poor Sleep, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,263,Excessive Usage
8,Female,Tv,0.56,None,Urban,5-10 yrs,Mostly Educational,Low Risk,302,Excessive Usage
18,Female,Laptop,0.43,None,Urban,16-20 yrs,Balanced,Moderate Risk,230,Excessive Usage
17,Female,Smartphone,0.34,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,462,Excessive Usage
10,Female,Tablet,0.55,"Poor Sleep, Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,309,Excessive Usage
9,Female,Smartphone,0.44,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,345,Excessive Usage
9,Male,Smartphone,0.55,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,432,Excessive Usage
8,Female,Tablet,0.4,None,Rural,5-10 yrs,Balanced,Moderate Risk,73,Within Limit
15,Female,Tv,0.33,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,260,Excessive Usage
10,Female,Smartphone,0.51,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,397,Excessive Usage
10,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,514,Excessive Usage
13,Male,Smartphone,0.48,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,311,Excessive Usage
15,Male,Tv,0.3,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,307,Excessive Usage
16,Female,Smartphone,0.33,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,286,Excessive Usage
16,Male,Laptop,0.34,None,Urban,16-20 yrs,Mostly Recreational,High Risk,238,Excessive Usage
11,Female,Smartphone,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,266,Excessive Usage
12,Male,Smartphone,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,357,Excessive Usage
9,Male,Smartphone,0.5,None,Rural,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
18,Male,Smartphone,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,253,Excessive Usage
16,Male,Laptop,0.43,None,Urban,16-20 yrs,Balanced,Moderate Risk,337,Excessive Usage
15,Female,Smartphone,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,274,Excessive Usage
10,Female,Smartphone,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,5,Within Limit
18,Male,Tv,0.48,"Poor Sleep, Anxiety",Rural,16-20 yrs,Balanced,Moderate Risk,253,Excessive Usage
16,Male,Smartphone,0.3,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,182,Slightly Over Limit
10,Male,Smartphone,0.52,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,350,Excessive Usage
16,Male,Laptop,0.43,"Eye Strain, Anxiety",Rural,16-20 yrs,Balanced,Moderate Risk,292,Excessive Usage
9,Female,Tv,0.44,"Poor Sleep, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,505,Excessive Usage
17,Male,Smartphone,0.33,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Mostly Recreational,High Risk,262,Excessive Usage
16,Female,Smartphone,0.37,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,323,Excessive Usage
15,Female,Laptop,0.44,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,263,Excessive Usage
16,Male,Laptop,0.31,"Poor Sleep, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,301,Excessive Usage
12,Female,Laptop,0.37,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,269,Excessive Usage
18,Female,Laptop,0.36,"Eye Strain, Anxiety, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,281,Excessive Usage
18,Male,Tv,0.49,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,333,Excessive Usage
9,Female,Smartphone,0.47,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,186,Excessive Usage
15,Male,Smartphone,0.39,None,Rural,11-15 yrs,Mostly Recreational,High Risk,330,Excessive Usage
13,Female,Smartphone,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,233,Excessive Usage
15,Male,Smartphone,0.5,Poor Sleep,Rural,11-15 yrs,Mostly Educational,Low Risk,306,Excessive Usage
18,Female,Tv,0.47,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,301,Excessive Usage
12,Male,Laptop,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,250,Excessive Usage
17,Male,Smartphone,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,304,Excessive Usage
9,Female,Tv,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,223,Excessive Usage
13,Male,Smartphone,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,296,Excessive Usage
12,Female,Smartphone,0.49,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,406,Excessive Usage
12,Male,Smartphone,0.44,None,Urban,11-15 yrs,Balanced,Moderate Risk,385,Excessive Usage
8,Female,Smartphone,0.51,None,Urban,5-10 yrs,Mostly Educational,Low Risk,116,Slightly Over Limit
9,Male,Tv,0.51,None,Urban,5-10 yrs,Mostly Educational,Low Risk,100,Slightly Over Limit
15,Male,Smartphone,0.39,None,Rural,11-15 yrs,Mostly Recreational,High Risk,104,Within Limit
10,Female,Tv,0.43,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,260,Excessive Usage
17,Female,Smartphone,0.46,None,Rural,16-20 yrs,Balanced,Moderate Risk,166,Slightly Over Limit
10,Male,Tv,0.5,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
15,Female,Tv,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,262,Excessive Usage
15,Female,Laptop,0.31,None,Urban,11-15 yrs,Mostly Recreational,High Risk,314,Excessive Usage
9,Female,Smartphone,0.49,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,279,Excessive Usage
15,Male,Smartphone,0.37,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,248,Excessive Usage
18,Female,Smartphone,0.42,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,312,Excessive Usage
8,Male,Smartphone,0.46,None,Urban,5-10 yrs,Balanced,Moderate Risk,98,Slightly Over Limit
13,Male,Smartphone,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,287,Excessive Usage
15,Female,Tv,0.37,None,Rural,11-15 yrs,Mostly Recreational,High Risk,218,Excessive Usage
10,Male,Smartphone,0.57,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,227,Excessive Usage
15,Male,Tablet,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,169,Slightly Over Limit
8,Female,Smartphone,0.53,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,221,Excessive Usage
18,Female,Smartphone,0.44,Eye Strain,Rural,16-20 yrs,Balanced,Moderate Risk,271,Excessive Usage
18,Male,Laptop,0.36,Obesity Risk,Urban,16-20 yrs,Mostly Recreational,High Risk,322,Excessive Usage
16,Male,Laptop,0.3,"Eye Strain, Anxiety, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,376,Excessive Usage
18,Female,Tv,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,296,Excessive Usage
16,Male,Smartphone,0.41,None,Urban,16-20 yrs,Balanced,Moderate Risk,286,Excessive Usage
12,Female,Smartphone,0.34,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,278,Excessive Usage
17,Female,Smartphone,0.42,None,Urban,16-20 yrs,Balanced,Moderate Risk,262,Excessive Usage
11,Male,Smartphone,0.35,None,Rural,11-15 yrs,Mostly Recreational,High Risk,105,Within Limit
18,Male,Smartphone,0.36,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,226,Excessive Usage
13,Male,Smartphone,0.37,None,Urban,11-15 yrs,Mostly Recreational,High Risk,291,Excessive Usage
14,Female,Smartphone,0.37,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,281,Excessive Usage
12,Male,Smartphone,0.48,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,377,Excessive Usage
18,Male,Smartphone,0.46,None,Urban,16-20 yrs,Balanced,Moderate Risk,335,Excessive Usage
17,Female,Tv,0.32,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,211,Excessive Usage
16,Male,Smartphone,0.33,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,265,Excessive Usage
10,Female,Smartphone,0.57,None,Rural,5-10 yrs,Mostly Educational,Low Risk,17,Within Limit
14,Male,Tv,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,170,Slightly Over Limit
